Compname,Surface Metal Bandcenter,Surface Oxygen Bandcenter,Surface Metal Bader Charge,Bulk Metal Bandcenter,Bulk Oxygen Bandcenter,"Intermediate (*O, *OH or *OOH)",Bulk Metal Charge,Bulk Oxygen Charge,Surface Oxygen Bader Charge,Adsorbate Oxygen Bandcenter,Adsorbed Oxygen Bader Charge
Co_2_Al_4_O_8,-3.755274249,-3.12571595,2.0620399999999997,-2.65431961,-3.025068295,O,2.0610296666666668,-1.545772125,-1.5068945,-3.209071516,-0.239095333
Co_2_Al_4_O_8,-3.066677075,-2.737624547,2.0671833333333334,-2.65431961,-3.025068295,OH,2.0610296666666668,-1.545772125,-1.3906215,-2.183770466,-1.160443
Co_2_Al_4_O_8,-1.952374734,-3.264894293,2.015208,-2.65431961,-3.025068295,OOH,2.0610296666666668,-1.545772125,-1.40417025,-4.303974704,-0.571662
Fe_2_Fe_3_Ti_1_O_8,-3.346769888,-3.461239022,1.8010036666666667,-4.3948896,-3.622777176,O,1.5846031666666667,-1.1884525,-0.991894,-3.050856703,-0.898844
Fe_2_Fe_3_Ti_1_O_8,-2.994175947,-3.683604993,1.7856856666666665,-4.3948896,-3.622777176,OH,1.5846031666666667,-1.1884525,-1.1462965,-3.229781021,-1.108835667
Fe_2_Fe_3_Ti_1_O_8,-3.253971689,-3.447588572,1.6613326666666668,-4.3948896,-3.622777176,OOH,1.5846031666666667,-1.1884525,-1.13729675,-3.86228259,-0.474716333
Hg_1_Co_5_O_8,-3.732761121,-2.913058515,1.3044936666666667,-2.753447768,-3.166148267,O,1.2419303333333331,-0.931448125,-0.88942625,-1.72012987,-0.421954
Hg_1_Co_5_O_8,-3.50928939,-2.832578023,1.297521,-2.753447768,-3.166148267,OH,1.2419303333333331,-0.931448125,-0.87470325,-2.534617306,-1.012335667
Hg_1_Co_5_O_8,-3.470910813,-2.787813086,1.2443869999999997,-2.753447768,-3.166148267,OOH,1.2419303333333331,-0.931448125,-0.90851375,-3.758224675,-0.411470333
Co_2_Co_1_Fe_3_O_8,-3.099848756,-2.31607904,1.5273292500000002,-4.864259504,-3.619344378,O,1.5551765,-1.1663825,-0.76713675,-1.737396834,-0.4629275
Co_2_Co_1_Fe_3_O_8,-3.239879421,-2.313202062,1.5497997499999998,-4.864259504,-3.619344378,OH,1.5551765,-1.1663825,-0.85462675,-2.920531424,-0.98043725
Co_2_Co_1_Fe_3_O_8,-2.707276999,-4.307757322,1.4738837500000002,-4.864259504,-3.619344378,OOH,1.5551765,-1.1663825,-1.1072665,-3.919710987,-0.29367575
Mn_2_W_1_Mn_3_O_8,-3.206877546,-3.673450025,1.7365372000000001,-4.26805662,-4.290429523,O,0.17567249999999968,-0.131754125,-1.1897395,-1.995503305,-0.545442
Mn_2_W_1_Mn_3_O_8,-3.064082818,-3.587595207,1.7307994,-4.26805662,-4.290429523,OH,0.17567249999999968,-0.131754125,-1.17640075,-2.258528948,-1.2097255
Mn_2_W_1_Mn_3_O_8,-3.388423336,-3.706328309,1.7493112,-4.26805662,-4.290429523,OOH,0.17567249999999968,-0.131754125,-1.1871495,-4.091996146,-0.5721275
Mn_1_Fe_1_Fe_4_O_8,-3.474249773,-2.974670875,1.5935176666666668,-6.085798552,-4.382557792,O,1.6151266666666666,-1.21134475,-1.068129333,-1.667831757,-0.50951
Mn_1_Fe_1_Fe_4_O_8,-3.941927571,-2.758334672,1.7026136666666665,-6.085798552,-4.382557792,OH,1.6151266666666666,-1.21134475,-1.146560333,-2.886079086,-1.162112667
Mn_1_Fe_1_Fe_4_O_8,-3.658742462,-2.822779725,1.5964303333333332,-6.085798552,-4.382557792,OOH,1.6151266666666666,-1.21134475,-1.175393667,-4.374059385,-0.519401
Zn_2_Co_4_O_8,-3.593082655,-2.748153834,1.405134,-3.437654326,-3.47528771,O,1.2817576666666666,-0.961318375,-0.66590075,-2.256190309,-0.3485475
Zn_2_Co_4_O_8,-3.434163951,-2.44125994,1.40774325,-3.437654326,-3.47528771,OH,1.2817576666666666,-0.961318375,-0.745083,-2.6215716,-0.954351
Zn_2_Co_4_O_8,-3.478346569,-3.421073018,1.3380025000000002,-3.437654326,-3.47528771,OOH,1.2817576666666666,-0.961318375,-0.95447025,-3.871715874,-0.2560625
Sr_2_Cr_4_O_8,-2.12121478,-3.076946649,1.7233306666666668,-2.137289919,-2.474102778,O,1.6115723333333334,-1.208679125,-1.056435,-2.054322276,-0.709231
Sr_2_Cr_4_O_8,-2.624581402,-3.225896251,1.7135710000000002,-2.137289919,-2.474102778,OH,1.6115723333333334,-1.208679125,-1.06528675,-2.990396448,-1.257436667
Sr_2_Cr_4_O_8,-2.545615988,-2.595496202,1.6902910000000002,-2.137289919,-2.474102778,OOH,1.6115723333333334,-1.208679125,-1.147421,-3.912966081,-0.522362
Co_2_Co_3_Al_1_O_8,-3.517018685,-3.102673812,1.7064620000000001,-2.413394377,-3.415466335,O,1.4698101666666668,-1.10235775,-1.22627625,-2.884325149,-0.228243
Co_2_Co_3_Al_1_O_8,-3.24105754,-2.961245899,1.7330343333333333,-2.413394377,-3.415466335,OH,1.4698101666666668,-1.10235775,-1.120314,-2.915148878,-1.081341667
Co_2_Co_3_Al_1_O_8,-2.725273473,-3.163072411,1.6686923333333332,-2.413394377,-3.415466335,OOH,1.4698101666666668,-1.10235775,-1.14953,-4.268520751,-0.457494667
Hg_2_Sc_4_O_8,-3.134934413,-1.946933431,1.7026943333333335,-2.861891,-1.969566896,O,1.7269018333333335,-1.295176625,-1.20311875,-3.283586969,-0.24094
Hg_2_Sc_4_O_8,-2.912822782,-1.80821011,1.7449553333333334,-2.861891,-1.969566896,OH,1.7269018333333335,-1.295176625,-1.13064975,-2.04371242,-1.102106333
Hg_2_Sc_4_O_8,-3.824179373,-2.666115085,1.6933310000000006,-2.861891,-1.969566896,OOH,1.7269018333333335,-1.295176625,-1.1940475,-4.230762575,-0.425980667
Zn_2_Ga_4_O_8,-4.717869841,-3.285236488,1.622452333333334,-3.158128584,-2.218375124,O,1.6588955,-1.244171,-1.21731125,-3.932117341,-0.132377333
Zn_2_Ga_4_O_8,-3.33807319,-2.088793451,1.6669293333333333,-3.158128584,-2.218375124,OH,1.6588955,-1.244171,-1.137043,-2.021234803,-1.049193667
Zn_2_Ga_4_O_8,-4.530244924,-2.960339946,1.6399066666666666,-3.158128584,-2.218375124,OOH,1.6588955,-1.244171,-1.21731075,-4.279442996,-0.409858
Fe_2_Fe_3_V_1_O_8,-3.089008213,-3.176447696,1.596118,-4.422129404,-3.748238143,O,1.5768598333333335,-1.182645,-1.1260495,-3.003064258,-0.452648667
Fe_2_Fe_3_V_1_O_8,-3.408109299,-3.293537212,1.6312666666666666,-4.422129404,-3.748238143,OH,1.5768598333333335,-1.182645,-1.16349125,-3.630439643,-1.086904667
Fe_2_Fe_3_V_1_O_8,-2.917085086,-3.623908643,1.6581823333333332,-4.422129404,-3.748238143,OOH,1.5768598333333335,-1.182645,-1.131932,-3.624898029,-0.493115333
Ti_2_Ti_3_Gd_1_O_8,-2.517662437,-3.742581233,1.9935503333333333,-2.860176231,-4.186679387,O,1.7114285000000002,-1.28357125,-1.17690425,-2.741745442,-1.007495333
Ti_2_Ti_3_Gd_1_O_8,-2.596643014,-4.155446752,1.8766496666666665,-2.860176231,-4.186679387,OH,1.7114285000000002,-1.28357125,-1.23270975,-3.639395026,-1.219694
Ti_2_Ti_3_Gd_1_O_8,-1.841144453,-4.104617368,1.9418073333333332,-2.860176231,-4.186679387,OOH,1.7114285000000002,-1.28357125,-1.20872025,-3.985475554,-0.559249
Sr_2_Gd_4_O_8,-1.839332688,-1.374703877,1.8664326666666664,-1.520461557,-1.188181212,O,1.829804333333333,-1.37235325,-1.361735,-4.248044682,-0.303497333
Sr_2_Gd_4_O_8,-1.833607214,-1.533219852,1.8891639999999998,-1.520461557,-1.188181212,OH,1.829804333333333,-1.37235325,-1.191041,-2.363810678,-1.350368
Sr_2_Gd_4_O_8,-1.558839531,-0.992178996,1.8697800000000002,-1.520461557,-1.188181212,OOH,1.829804333333333,-1.37235325,-1.336921,-3.741922416,-0.524186667
Hf_2_Fe_4_O_8,-3.373080298,-3.226625168,1.8359113999999999,-3.541610769,-3.712432381,O,1.685481833333333,-1.26411175,-1.123734,-2.873365871,-0.7182762
Hf_2_Fe_4_O_8,-3.511394763,-3.392174794,1.886289,-3.541610769,-3.712432381,OH,1.685481833333333,-1.26411175,-1.18223275,-3.924632245,-1.2028922
Hf_2_Fe_4_O_8,-3.442362865,-3.268398399,1.8096054,-3.541610769,-3.712432381,OOH,1.685481833333333,-1.26411175,-1.19218725,-3.886358429,-0.5307082
Co_2_Fe_4_O_8,-3.448087997,-2.279186004,1.60307925,-5.047141435,-3.535703132,O,1.5461183333333335,-1.15958925,-0.8059835,-1.798834275,-0.47625275
Co_2_Fe_4_O_8,-3.42195685,-2.442558015,1.6419992499999998,-5.047141435,-3.535703132,OH,1.5461183333333335,-1.15958925,-0.907506,-2.74670337,-1.02402275
Co_2_Fe_4_O_8,-3.684804746,-3.600641362,1.6072670000000002,-5.047141435,-3.535703132,OOH,1.5461183333333335,-1.15958925,-1.11298925,-3.791345228,-0.3090035
Mn_2_Mn_2_Nb_2_O_8,-4.07575394,-3.177875432,1.8190406666666668,-4.436795549,-4.763790303,O,1.6918041666666663,-1.26885325,-1.17563425,-4.032279103,-0.715489
Mn_2_Mn_2_Nb_2_O_8,-3.710931502,-3.936345465,1.8473766666666667,-4.436795549,-4.763790303,OH,1.6918041666666663,-1.26885325,-1.1960035,-4.980282568,-1.286691333
Mn_2_Mn_2_Nb_2_O_8,-3.661731646,-3.970659409,1.826016,-4.436795549,-4.763790303,OOH,1.6918041666666663,-1.26885325,-1.21466275,-4.420771686,-0.612549333
Fe_2_Fe_3_Hf_1_O_8,-3.113340383,-3.37272137,1.7774913333333335,-4.341979426,-3.463797494,O,1.6546253333333334,-1.24096925,-1.1898355,-1.160637664,-0.8128015
Fe_2_Fe_3_Hf_1_O_8,-3.980380799,-3.3682085,1.8501913333333333,-4.341979426,-3.463797494,OH,1.6546253333333334,-1.24096925,-1.232297,-2.851438742,-1.2023605
Fe_2_Fe_3_Hf_1_O_8,-3.79438481,-3.351455209,1.856443666666667,-4.341979426,-3.463797494,OOH,1.6546253333333334,-1.24096925,-1.213691,-3.538661532,-0.569048
Co_2_Co_1_Al_3_O_8,-2.86784345,-2.985119693,1.695061,-2.415534052,-3.083301172,O,1.8640718333333333,-1.398054,-1.29670275,-4.202870188,-0.188992667
Co_2_Co_1_Al_3_O_8,-2.434175269,-3.051789545,1.7168523333333334,-2.415534052,-3.083301172,OH,1.8640718333333333,-1.398054,-1.2278795,-3.086729732,-1.001547333
Co_2_Co_1_Al_3_O_8,-3.667494801,-3.125841064,1.7186763333333335,-2.415534052,-3.083301172,OOH,1.8640718333333333,-1.398054,-1.26026425,-4.516402798,-0.480666333
Ni_2_Ni_1_Cr_3_O_8,-3.167749496,-3.07621885,1.5141696,-3.111915389,-3.431567135,O,1.4215403333333327,-1.06615525,-1.04983125,-1.475571434,-0.4290695
Ni_2_Ni_1_Cr_3_O_8,-3.141173272,-3.040613424,1.524477,-3.111915389,-3.431567135,OH,1.4215403333333327,-1.06615525,-1.05820975,-2.553414256,-1.0911625
Ni_2_Ni_1_Cr_3_O_8,-3.298129191,-3.153957536,1.4978868000000003,-3.111915389,-3.431567135,OOH,1.4215403333333327,-1.06615525,-1.09566075,-4.859740223,-0.4889445
Co_2_Co_3_W_1_O_8,-2.808706454,-3.570573885,1.5506302,-3.653951921,-3.81437726,O,1.5306476666666669,-1.147986,-1.114168,-4.300834644,-0.33775
Co_2_Co_3_W_1_O_8,-2.840368258,-3.422980439,1.5606228000000002,-3.653951921,-3.81437726,OH,1.5306476666666669,-1.147986,-1.07176675,-2.568125424,-1.2122005
Co_2_Co_3_W_1_O_8,-3.118149758,-3.651573786,1.5888779999999998,-3.653951921,-3.81437726,OOH,1.5306476666666669,-1.147986,-1.09285325,-4.230888801,-0.4945105
Mg_1_Mn_1_Mn_4_O_8,-3.760184683,-2.584059891,1.6866186666666667,-4.080291986,-3.565226212,O,-0.741568167,0.556176375,-1.110955667,-1.409417806,-0.466048
Mg_1_Mn_1_Mn_4_O_8,-4.031127161,-2.570714162,1.7275796666666665,-4.080291986,-3.565226212,OH,-0.741568167,0.556176375,-1.004118,-2.744538067,-1.289029
Mg_1_Mn_1_Mn_4_O_8,-3.97294362,-2.659325407,1.6631546666666666,-4.080291986,-3.565226212,OOH,-0.741568167,0.556176375,-1.199639667,-4.557952708,-0.469783333
Sr_2_Sc_4_O_8,-1.539440555,-1.277142726,1.9417876666666671,-1.633967217,-1.434252236,O,1.9084323333333328,-1.431324375,-1.25978225,-1.240449718,-0.555124
Sr_2_Sc_4_O_8,-2.190823094,-1.64660701,1.953118,-1.633967217,-1.434252236,OH,1.9084323333333328,-1.431324375,-1.2353525,-2.375333903,-1.298127333
Sr_2_Sc_4_O_8,-2.146421705,-1.758158811,1.9359913333333332,-1.633967217,-1.434252236,OOH,1.9084323333333328,-1.431324375,-1.4191765,-4.285640053,-0.473286667
Hg_2_Cr_4_O_8,-3.424324969,-3.276157813,1.54341,-3.068263924,-2.956703008,O,1.4349668333333334,-1.0762255,-0.953969,-2.454924812,-0.470517667
Hg_2_Cr_4_O_8,-3.61251983,-3.189419351,1.5216833333333335,-3.068263924,-2.956703008,OH,1.4349668333333334,-1.0762255,-0.977136,-3.085855988,-1.055494667
Hg_2_Cr_4_O_8,-3.572154504,-3.003972356,1.475722,-3.068263924,-2.956703008,OOH,1.4349668333333334,-1.0762255,-1.00056975,-3.82781079,-0.427311667
Cd_2_Al_4_O_8,-6.834604383,-3.079269239,1.8452320000000002,-5.51865208,-2.591072414,O,2.033066,-1.5247995,-0.9323376,-3.487809857,-0.684955
Cd_2_Al_4_O_8,-5.906003187,-3.154807132,1.8280650000000005,-5.51865208,-2.591072414,OH,2.033066,-1.5247995,-0.9856216,-2.829778116,-1.0853255
Cd_2_Al_4_O_8,-6.495564546,-3.29719374,1.856449,-5.51865208,-2.591072414,OOH,2.033066,-1.5247995,-1.1787476,-3.440267737,-0.308486
Ti_2_Ti_3_Al_1_O_8,-2.599116766,-3.47527596,2.0894186666666665,-2.739415296,-4.536164521,O,1.7907881666666665,-1.3430905,-1.3093925,-2.168085134,-0.904062667
Ti_2_Ti_3_Al_1_O_8,-0.836969562,-4.321284859,2.039687333333333,-2.739415296,-4.536164521,OH,1.7907881666666665,-1.3430905,-1.30892625,-5.295135723,-1.280365333
Ti_2_Ti_3_Al_1_O_8,-0.915970865,-4.233503881,2.0857113333333337,-2.739415296,-4.536164521,OOH,1.7907881666666665,-1.3430905,-1.3023295,-4.260520481,-0.559239
Co_2_Sc_4_O_8,-3.231855643,-3.21127974,1.817416,-2.466469469,-2.096523728,O,1.7975848333333335,-1.34818875,-1.273451,-2.934261584,-0.399733333
Co_2_Sc_4_O_8,-2.932116849,-2.476528482,1.849008333333333,-2.466469469,-2.096523728,OH,1.7975848333333335,-1.34818875,-1.2631385,-2.438156916,-1.134370667
Co_2_Sc_4_O_8,-2.874240338,-2.29669848,1.7954126666666665,-2.466469469,-2.096523728,OOH,1.7975848333333335,-1.34818875,-1.30819725,-4.468373253,-0.505258333
Mn_2_Rh_4_O_8,-3.128242005,-2.945159357,1.5338984999999998,-3.045005286,-4.466992138,O,1.2929831666666667,-0.9697375,-0.78838575,-2.267989758,-0.5345255
Mn_2_Rh_4_O_8,-3.076577586,-3.192233226,1.4757095,-3.045005286,-4.466992138,OH,1.2929831666666667,-0.9697375,-0.80419225,-3.579170616,-0.9636645
Mn_2_Rh_4_O_8,-2.798906745,-3.445343552,1.41690225,-3.045005286,-4.466992138,OOH,1.2929831666666667,-0.9697375,-0.89638925,-3.863097118,-0.303962
Ti_2_Ti_3_Y_1_O_8,-3.146724217,-3.628703992,2.0240303333333336,-2.872556713,-4.236279682,O,1.7345603333333333,-1.3009205,-1.1977565,-2.710988536,-1.006901
Ti_2_Ti_3_Y_1_O_8,-2.059289614,-4.137734322,1.9920706666666668,-2.872556713,-4.236279682,OH,1.7345603333333333,-1.3009205,-1.25059975,-3.787037078,-1.193986667
Ti_2_Ti_3_Y_1_O_8,-1.91557587,-4.061827823,1.920132333333333,-2.872556713,-4.236279682,OOH,1.7345603333333333,-1.3009205,-1.2419165,-4.029331504,-0.570752
Nb_1_V_5_O_8,-2.014668502,-4.493888423,1.6674213333333334,-2.822161669,-4.923233719,O,1.6208995000000002,-1.215675125,-1.145959667,-2.671824982,-0.609647333
Nb_1_V_5_O_8,-1.802771502,-4.620067787,1.6498986666666664,-2.822161669,-4.923233719,OH,1.6208995000000002,-1.215675125,-1.158935,-3.804426657,-1.134943
Nb_1_V_5_O_8,-1.699280097,-4.709041992,1.6787866666666666,-2.822161669,-4.923233719,OOH,1.6208995000000002,-1.215675125,-1.149557333,-4.041827965,-0.477400667
Sr_2_Fe_4_O_8,-3.594712103,-2.257539821,1.6130846666666663,-4.185908569,-2.28088851,O,1.6524365,-1.239327375,-1.2287765,-4.139313954,-0.295242333
Sr_2_Fe_4_O_8,-3.788138324,-2.158806099,1.6575486666666668,-4.185908569,-2.28088851,OH,1.6524365,-1.239327375,-1.1369145,-2.410243342,-1.269592667
Sr_2_Fe_4_O_8,-3.742734495,-2.125772296,1.6469883333333335,-4.185908569,-2.28088851,OOH,1.6524365,-1.239327375,-1.24065225,-4.422249764,-0.490307333
Mn_2_V_1_Mn_3_O_8,-3.419151124,-3.282706348,1.7232283333333331,-3.890305435,-3.74896723,O,0.3103398333333332,-0.23275475,-1.0762965,-2.197691504,-0.672116667
Mn_2_V_1_Mn_3_O_8,-3.318409806,-3.625185521,1.6929343333333335,-3.890305435,-3.74896723,OH,0.3103398333333332,-0.23275475,-1.12550625,-4.028764033,-1.078670333
Mn_2_V_1_Mn_3_O_8,-3.309198485,-3.359620248,1.6476833333333334,-3.890305435,-3.74896723,OOH,0.3103398333333332,-0.23275475,-1.16598425,-4.831650909,-0.510018333
Fe_2_Mn_4_O_8,-3.207908403,-2.897499629,1.6082316666666667,-3.972039951,-3.67011933,O,0.27411766666666687,-0.205588,-1.10563725,-1.599083061,-0.489759
Fe_2_Mn_4_O_8,-3.314363947,-2.717041438,1.664590666666667,-3.972039951,-3.67011933,OH,0.27411766666666687,-0.205588,-1.126236,-3.000709065,-1.132169667
Fe_2_Mn_4_O_8,-3.550837753,-2.871464216,1.5765269999999998,-3.972039951,-3.67011933,OOH,0.27411766666666687,-0.205588,-1.14912975,-3.364581787,-0.470494667
Pb_2_Al_4_O_8,-2.379009578,-4.137901098,2.2441576,-4.642895843,-4.34595804,O,2.055441333333333,-1.54158125,-1.553271,-0.666866561,-0.8004015
Pb_2_Al_4_O_8,-3.454769252,-4.072646834,2.2303469999999996,-4.642895843,-4.34595804,OH,2.055441333333333,-1.54158125,-1.5992025,-3.520320947,-1.3702395
Pb_2_Al_4_O_8,-4.348869338,-4.440377221,2.2328906,-4.642895843,-4.34595804,OOH,2.055441333333333,-1.54158125,-1.581053,-3.37851601,-0.630821
Cd_2_Cr_4_O_8,-3.809500026,-3.330885006,1.6090976666666668,-3.533108313,-2.879304078,O,1.5036828333333336,-1.12776225,-1.0124335,-2.306288463,-0.483594333
Cd_2_Cr_4_O_8,-4.116428184,-2.834841904,1.6255916666666668,-3.533108313,-2.879304078,OH,1.5036828333333336,-1.12776225,-1.0142605,-3.259421224,-1.135497333
Cd_2_Cr_4_O_8,-4.084002224,-2.859184888,1.5446659999999997,-3.533108313,-2.879304078,OOH,1.5036828333333336,-1.12776225,-1.07856825,-4.013135201,-0.471608
Mg_2_Mn_4_O_8,-3.47009604,-2.935438442,1.710338,-4.035119951,-3.405770226,O,-0.698874333,0.5241553749999999,-1.143458,-1.578036988,-0.509964333
Mg_2_Mn_4_O_8,-3.70964897,-3.098121157,1.7223589999999998,-4.035119951,-3.405770226,OH,-0.698874333,0.5241553749999999,-1.13782575,-2.395102798,-1.127994333
Mg_2_Mn_4_O_8,-3.415544809,-3.179402588,1.63138,-4.035119951,-3.405770226,OOH,-0.698874333,0.5241553749999999,-1.296245,-3.732131517,-0.392979
Mg_3_V_3_O_8,-2.195994763,-3.341890959,1.7615759999999998,-3.420650235,-4.187684904,O,1.7076666666666667,-1.280749625,-1.28733875,-2.199630203,-0.5564995
Mg_3_V_3_O_8,-0.926508384,-3.128255333,1.7683976666666668,-3.420650235,-4.187684904,OH,1.7076666666666667,-1.280749625,-1.29553625,-4.23638526,-1.054405
Mg_3_V_3_O_8,-1.825746323,-3.235609264,1.7483189999999997,-3.420650235,-4.187684904,OOH,1.7076666666666667,-1.280749625,-1.3063195,-3.290552898,-0.458417
Na_1_Fe_5_O_8,-3.694099778,-2.845474203,1.6400503333333336,-5.43060023,-2.744013717,O,1.5626826666666667,-1.17201225,-1.111704333,-3.834758329,-0.222263
Na_1_Fe_5_O_8,-4.076551156,-2.767439146,1.6718253333333333,-5.43060023,-2.744013717,OH,1.5626826666666667,-1.17201225,-1.088330333,-2.436133378,-1.110958333
Na_1_Fe_5_O_8,-3.745616254,-2.548520284,1.6825720000000002,-5.43060023,-2.744013717,OOH,1.5626826666666667,-1.17201225,-1.104401,-3.712590002,-0.453786333
Co_2_Cr_4_O_8,-2.510799073,-3.650178114,1.6147203333333333,-3.33699616,-4.472757942,O,1.4895931666666666,-1.117195,-1.02184825,-2.404643834,-0.490126333
Co_2_Cr_4_O_8,-3.048151875,-3.316550576,1.6143429999999999,-3.33699616,-4.472757942,OH,1.4895931666666666,-1.117195,-1.06163525,-2.94802344,-1.083835333
Co_2_Cr_4_O_8,-3.111113875,-3.077610161,1.5607666666666666,-3.33699616,-4.472757942,OOH,1.4895931666666666,-1.117195,-1.09697425,-4.16716391,-0.469627333
Zr_2_V_4_O_8,-1.80651582,-3.773415531,1.9752115999999997,-2.771692133,-4.602927901,O,1.7451083333333337,-1.30883125,-1.141844,-3.167726805,-0.8238192
Zr_2_V_4_O_8,-2.502980913,-4.063741924,1.8922276,-2.771692133,-4.602927901,OH,1.7451083333333337,-1.30883125,-1.1863325,-4.469874622,-1.1875426
Zr_2_V_4_O_8,-2.174143275,-4.099310663,1.8798604,-2.771692133,-4.602927901,OOH,1.7451083333333337,-1.30883125,-1.17089675,-4.533957654,-0.5698804
Zn_1_Fe_5_O_8,-3.701399957,-2.946839622,1.56153,-6.459976637,-4.30108388,O,1.5769001666666664,-1.182674875,-1.131854667,-3.133506142,-0.323053667
Zn_1_Fe_5_O_8,-4.406762765,-2.516451641,1.6793463333333334,-6.459976637,-4.30108388,OH,1.5769001666666664,-1.182674875,-1.148025667,-2.356499823,-1.107817333
Zn_1_Fe_5_O_8,-3.610135658,-3.320688353,1.6818549999999999,-6.459976637,-4.30108388,OOH,1.5769001666666664,-1.182674875,-1.156134667,-3.735265857,-0.473075667
Mg_2_Ti_4_O_8,-2.507150646,-2.195652396,1.8837427500000001,-2.675926428,-3.686161391,O,1.7288693333333331,-1.2966525,-1.08759175,-3.561530541,-0.5998665
Mg_2_Ti_4_O_8,-2.704477448,-2.504556646,1.91909525,-2.675926428,-3.686161391,OH,1.7288693333333331,-1.2966525,-1.116646,-2.520580682,-1.1179855
Mg_2_Ti_4_O_8,-1.831448075,-2.972040156,1.92062225,-2.675926428,-3.686161391,OOH,1.7288693333333331,-1.2966525,-1.09957625,-3.571227465,-0.434201
Mn_2_Mn_2_Hf_2_O_8,-3.833460712,-3.278078018,1.8930206000000003,-3.980849364,-3.816327596,O,1.7672796666666668,-1.325459875,-1.279691,-1.488331339,-0.5680945
Mn_2_Mn_2_Hf_2_O_8,-3.916383894,-3.253717656,1.9112512000000001,-3.980849364,-3.816327596,OH,1.7672796666666668,-1.325459875,-1.27267475,-3.482739095,-1.2823155
Mn_2_Mn_2_Hf_2_O_8,-3.830613468,-3.169445029,1.8743738,-3.980849364,-3.816327596,OOH,1.7672796666666668,-1.325459875,-1.3014755,-3.616774042,-0.522393
Mn_2_Mn_2_Ni_2_O_8,-4.443861254,-2.841329914,1.4278853333333332,-3.930059776,-3.324406355,O,1.4679143333333335,-1.100936,-1.16504025,-5.234599233,-0.1055025
Mn_2_Mn_2_Ni_2_O_8,-4.127868133,-2.634499814,1.494414,-3.930059776,-3.324406355,OH,1.4679143333333335,-1.100936,-1.08317625,-2.392952404,-1.0748015
Mn_2_Mn_2_Ni_2_O_8,-4.299144426,-2.70723777,1.4748529999999997,-3.930059776,-3.324406355,OOH,1.4679143333333335,-1.100936,-1.1094525,-3.966110557,-0.4285515
Cd_1_Co_5_O_8,-4.057289432,-2.838183964,1.3619323333333335,-2.909529296,-3.059363108,O,1.2804653333333333,-0.960349125,-0.88887225,-1.500879307,-0.423433667
Cd_1_Co_5_O_8,-3.983693869,-2.582557331,1.3797996666666668,-2.909529296,-3.059363108,OH,1.2804653333333333,-0.960349125,-0.86926975,-2.780315881,-1.106131667
Cd_1_Co_5_O_8,-4.088992448,-2.809218497,1.3378889999999999,-2.909529296,-3.059363108,OOH,1.2804653333333333,-0.960349125,-0.9474835,-3.800440432,-0.435224
Co_2_Co_2_Ga_2_O_8,-2.992955874,-2.903282605,1.51011,-2.757556766,-3.342186113,O,1.4808453333333331,-1.11063375,-1.028497,-1.691271351,-0.372445667
Co_2_Co_2_Ga_2_O_8,-2.856498138,-2.812816333,1.535580333333333,-2.757556766,-3.342186113,OH,1.4808453333333331,-1.11063375,-1.03797725,-2.446898837,-1.058974333
Co_2_Co_2_Ga_2_O_8,-3.046381314,-3.025445735,1.4899030000000002,-2.757556766,-3.342186113,OOH,1.4808453333333331,-1.11063375,-1.08647075,-4.149173686,-0.414089667
Sr_2_Al_4_O_8,-2.128955699,-3.122228495,2.024847,-1.706379068,-2.187773558,O,2.128031,-1.596023625,-0.9799754,-2.215321593,-0.806989
Sr_2_Al_4_O_8,-1.966982509,-2.189575089,2.0379065,-1.706379068,-2.187773558,OH,2.128031,-1.596023625,-1.1242344,-2.216996425,-1.386166
Sr_2_Al_4_O_8,-2.976408702,-3.415262572,2.0331905,-1.706379068,-2.187773558,OOH,2.128031,-1.596023625,-1.265803,-2.961852342,-0.3390575
Cd_2_Sc_4_O_8,-3.837068914,-2.119822455,1.7676740000000002,-3.167334227,-1.724328684,O,1.8012331666666668,-1.35092475,-1.324152,-3.239057614,-0.177327333
Cd_2_Sc_4_O_8,-3.395883009,-1.675884261,1.8209763333333335,-3.167334227,-1.724328684,OH,1.8012331666666668,-1.35092475,-1.20517575,-2.369220228,-1.085722667
Cd_2_Sc_4_O_8,-4.426325115,-2.645195553,1.783952333333333,-3.167334227,-1.724328684,OOH,1.8012331666666668,-1.35092475,-1.31321,-4.602867182,-0.433872333
Fe_4_Cd_2_O_8,-4.566417336,-3.063713228,1.5265493333333333,-5.69085473,-2.712262471,O,1.5414416666666666,-1.15608075,-1.04046675,-1.620714005,-0.5374415
Fe_4_Cd_2_O_8,-4.575524632,-2.787672209,1.5312210000000002,-5.69085473,-2.712262471,OH,1.5414416666666666,-1.15608075,-1.0923035,-2.739809663,-1.0754375
Fe_4_Cd_2_O_8,-4.634710626,-2.605344721,1.4391726666666662,-5.69085473,-2.712262471,OOH,1.5414416666666666,-1.15608075,-1.15260475,-4.968045929,-0.4247975
Mn_2_Cr_4_O_8,-3.05497081,-3.523051521,1.6907309999999998,-2.730804376,-3.213763148,O,1.5718941666666666,-1.1789205,-1.07131,-2.377055241,-0.522912333
Mn_2_Cr_4_O_8,-2.809187169,-2.900217548,1.6440660000000002,-2.730804376,-3.213763148,OH,1.5718941666666666,-1.1789205,-1.03946725,-2.949067763,-1.221288667
