Compname,Surface Metal Bandcenter,Surface Oxygen Bandcenter,Surface Metal Bader Charge,Bulk Metal Bandcenter,Bulk Oxygen Bandcenter,"Intermediate (*O, *OH or *OOH)",Bulk Metal Charge,Bulk Oxygen Charge,Surface Oxygen Bader Charge,Adsorbate Oxygen Bandcenter,Adsorbed Oxygen Bader Charge
Mn_2_Cr_4_O_8,-3.382375989,-3.174266284,1.609497,-2.730804376,-3.213763148,OOH,1.5718941666666666,-1.1789205,-1.1479085,-4.563673381,-0.505071333
Cd_2_Rh_4_O_8,-4.026375226,-3.583492754,1.3277906666666663,-4.025503596,-4.350549646,O,1.2063465,-0.90476,-0.853144,-1.759116238,-0.434570333
Cd_2_Rh_4_O_8,-3.884327215,-3.390576905,1.3222379999999996,-4.025503596,-4.350549646,OH,1.2063465,-0.90476,-0.825673,-3.357349038,-1.119387333
Cd_2_Rh_4_O_8,-4.224435497,-3.658892014,1.2935249999999998,-4.025503596,-4.350549646,OOH,1.2063465,-0.90476,-0.88230925,-4.600895716,-0.42293
Sr_2_Lu_4_O_8,-2.069356995,-1.55167767,1.8826503333333333,-1.647156761,-1.359137374,O,1.8525461666666667,-1.3894095,-1.3891975,-4.742601723,-0.272990667
Sr_2_Lu_4_O_8,-1.981952871,-1.740380794,1.9062383333333335,-1.647156761,-1.359137374,OH,1.8525461666666667,-1.3894095,-1.20440225,-2.501029143,-1.353112667
Sr_2_Lu_4_O_8,-2.497080069,-2.316716365,1.8940563333333333,-1.647156761,-1.359137374,OOH,1.8525461666666667,-1.3894095,-1.3715195,-3.874278164,-0.495023333
Sr_2_Y_4_O_8,-2.099297139,-1.493113273,1.9417976666666668,-1.499105002,-1.202892237,O,1.9197413333333337,-1.4398065,-1.434613,-5.72538138,-0.262948
Sr_2_Y_4_O_8,-1.845372483,-1.650622609,1.9739719999999998,-1.499105002,-1.202892237,OH,1.9197413333333337,-1.4398065,-1.24387375,-2.416945002,-1.373612333
Sr_2_Y_4_O_8,-1.997140024,-1.886337047,1.9640583333333332,-1.499105002,-1.202892237,OOH,1.9197413333333337,-1.4398065,-1.392092,-3.231219849,-0.487434667
Ti_4_V_2_O_8,-2.195618202,-3.209037921,1.9216596,-3.036420257,-4.682271239,O,1.6581676666666667,-1.243626,-1.09483125,-2.42053084,-0.7965562
Ti_4_V_2_O_8,-1.487764876,-4.078529934,1.8710866000000004,-3.036420257,-4.682271239,OH,1.6581676666666667,-1.243626,-1.1142125,-4.538021618,-1.1548892
Ti_4_V_2_O_8,-1.381396019,-4.132364526,1.8597196,-3.036420257,-4.682271239,OOH,1.6581676666666667,-1.243626,-1.10681,-4.503556288,-0.5496482
Mn_2_Sc_4_O_8,-2.799706988,-2.510402281,1.916987,-2.602043291,-2.26578261,O,1.8464841666666665,-1.384863,-1.273705,-1.4165702,-0.448160667
Mn_2_Sc_4_O_8,-3.15129736,-2.58456538,1.9212873333333336,-2.602043291,-2.26578261,OH,1.8464841666666665,-1.384863,-1.29291725,-2.530621541,-1.151318667
Mn_2_Sc_4_O_8,-3.056212769,-2.291823406,1.8699040000000002,-2.602043291,-2.26578261,OOH,1.8464841666666665,-1.384863,-1.353582,-4.352013534,-0.502105
Co_2_Co_3_Rh_1_O_8,-3.167764161,-2.830194743,1.46217675,-3.066892254,-4.256019477,O,1.2828268333333335,-0.96212,-0.7961602,-1.951939543,-0.37573675
Co_2_Co_3_Rh_1_O_8,-2.94462705,-2.786856678,1.42957475,-3.066892254,-4.256019477,OH,1.2828268333333335,-0.96212,-0.7942738,-2.845442576,-0.98518425
Co_2_Co_3_Rh_1_O_8,-2.808808666,-3.332575573,1.3328165000000003,-3.066892254,-4.256019477,OOH,1.2828268333333335,-0.96212,-0.927477,-4.196720739,-0.265692
Hg_2_Tl_4_O_8,-5.414603411,-2.779442248,1.1889356666666668,-7.420923022,-2.137948671,O,1.3096136666666665,-0.98221025,-0.81371725,-3.924497927,-0.137096
Hg_2_Tl_4_O_8,-7.531179231,-1.977495472,1.3375163333333333,-7.420923022,-2.137948671,OH,1.3096136666666665,-0.98221025,-0.897341,-2.175761994,-1.052732667
Hg_2_Tl_4_O_8,-7.489044013,-2.622094132,1.264957333333334,-7.420923022,-2.137948671,OOH,1.3096136666666665,-0.98221025,-0.9793875,-3.717390851,-0.304037667
Fe_1_Mn_1_Mn_4_O_8,-3.744972125,-2.533835442,1.5297106666666664,-4.052556598,-3.674914755,O,0.2844185000000003,-0.213313875,-1.111086333,-3.673740505,-0.371690333
Fe_1_Mn_1_Mn_4_O_8,-3.808281793,-2.853745203,1.6655183333333332,-4.052556598,-3.674914755,OH,0.2844185000000003,-0.213313875,-1.094158,-3.000241639,-1.150246333
Fe_1_Mn_1_Mn_4_O_8,-3.851787896,-2.782029867,1.5593393333333332,-4.052556598,-3.674914755,OOH,0.2844185000000003,-0.213313875,-1.100035,-3.171993778,-0.413117
V_2_V_3_Sc_1_O_8,-1.487256986,-4.064026643,1.7147846666666668,-3.173130516,-4.629002954,O,1.662916,-1.247187,-1.20479125,-1.696287805,-0.853225
V_2_V_3_Sc_1_O_8,-2.257032288,-3.442638619,1.7517639999999999,-3.173130516,-4.629002954,OH,1.662916,-1.247187,-1.23998475,-3.330013472,-1.290534
V_2_V_3_Sc_1_O_8,-2.259776129,-3.590808702,1.7448829999999997,-3.173130516,-4.629002954,OOH,1.662916,-1.247187,-1.23513425,-3.77630354,-0.592669
Cr_4_V_2_O_8,-2.352240132,-4.332013522,1.6680294,-3.086781628,-4.470369775,O,1.5785398333333334,-1.18390525,-1.13939,-3.225674095,-0.5857535
Cr_4_V_2_O_8,-2.262110041,-3.922019416,1.6303814000000003,-3.086781628,-4.470369775,OH,1.5785398333333334,-1.18390525,-1.1467525,-3.591175478,-1.1874
Cr_4_V_2_O_8,-2.096642176,-3.575059614,1.6223398000000002,-3.086781628,-4.470369775,OOH,1.5785398333333334,-1.18390525,-1.1372875,-4.710392588,-0.65373
Ti_2_Ti_3_Lu_1_O_8,-2.243033212,-3.762538197,2.0026836666666665,-2.956440754,-4.349226232,O,1.7194899999999997,-1.289617375,-1.196311,-2.705626062,-1.002895333
Ti_2_Ti_3_Lu_1_O_8,-1.669912722,-4.22019295,1.9414476666666667,-2.956440754,-4.349226232,OH,1.7194899999999997,-1.289617375,-1.2225065,-3.867385014,-1.204204667
Ti_2_Ti_3_Lu_1_O_8,-1.63388258,-4.065253556,1.9328756666666667,-2.956440754,-4.349226232,OOH,1.7194899999999997,-1.289617375,-1.2218805,-4.050653225,-0.555958333
Fe_4_Ni_2_O_8,-3.649975466,-2.903718256,1.5046539999999997,-4.567879374,-3.410362901,O,1.4724971666666666,-1.104373,-1.0335505,-1.81061134,-0.422245667
Fe_4_Ni_2_O_8,-4.051452285,-2.756886018,1.543680666666667,-4.567879374,-3.410362901,OH,1.4724971666666666,-1.104373,-1.083466,-2.991698973,-1.022415
Fe_4_Ni_2_O_8,-3.882355886,-2.846315489,1.4406873333333337,-4.567879374,-3.410362901,OOH,1.4724971666666666,-1.104373,-1.1183485,-4.282872283,-0.416869667
Ni_2_Ni_2_Ti_2_O_8,-4.029656892,-2.586659714,1.4906153333333332,-4.122255253,-3.062264849,O,1.491138333333333,-1.118354,-1.094123,-4.197123086,-0.234736333
Ni_2_Ni_2_Ti_2_O_8,-3.426671839,-2.465546317,1.5309466666666667,-4.122255253,-3.062264849,OH,1.491138333333333,-1.118354,-0.9556075,-2.6943508,-1.145096667
Ni_2_Ni_2_Ti_2_O_8,-3.842329983,-2.706648108,1.4674793333333336,-4.122255253,-3.062264849,OOH,1.491138333333333,-1.118354,-1.112961,-3.557141209,-0.407246667
Be_2_Cr_4_O_8,-2.519201569,-4.177232114,1.7681633333333335,-2.603824425,-3.366624408,O,1.6646575,-1.248493625,-1.21727075,-2.910755089,-0.484779
Be_2_Cr_4_O_8,-2.814343935,-3.697864775,1.717503,-2.603824425,-3.366624408,OH,1.6646575,-1.248493625,-1.27596025,-2.866251428,-1.0656535
Be_2_Cr_4_O_8,-2.688641888,-3.264588364,1.6881929999999998,-2.603824425,-3.366624408,OOH,1.6646575,-1.248493625,-1.27014375,-3.714923578,-0.4496225
Zn_2_Ti_4_O_8,-3.814761794,-3.16163758,1.6624383333333335,-4.199831842,-3.838087162,O,1.5949328333333332,-1.19619975,-1.169278,-1.096508009,-0.581892
Zn_2_Ti_4_O_8,-3.385534854,-4.669562774,1.766482,-4.199831842,-3.838087162,OH,1.5949328333333332,-1.19619975,-1.133354,-4.240797009,-1.132581
Zn_2_Ti_4_O_8,-2.911007557,-4.04036271,1.7552283333333332,-4.199831842,-3.838087162,OOH,1.5949328333333332,-1.19619975,-1.108743,-3.519955944,-0.538118333
Zn_2_Mn_4_O_8,-4.638498882,-2.974283456,1.5374893333333335,-5.095372913,-3.703235888,O,3.3142135000000006,-2.4856605,-1.053119,-1.611908884,-0.434054
Zn_2_Mn_4_O_8,-4.780179216,-3.164898363,1.5834146666666669,-5.095372913,-3.703235888,OH,3.3142135000000006,-2.4856605,-1.03047225,-2.589671726,-1.087511
Zn_2_Mn_4_O_8,-4.996416318,-4.24471717,1.4514740000000002,-5.095372913,-3.703235888,OOH,3.3142135000000006,-2.4856605,-1.22989925,-4.191330966,-0.353720667
Na_2_Ti_4_O_8,-2.578381062,-2.748594766,1.6091759999999997,-4.525892061,-4.92626878,O,1.5637106666666665,-1.17278275,-1.0462,-1.502725098,-0.591634
Na_2_Ti_4_O_8,-3.147982371,-3.279178291,1.617172,-4.525892061,-4.92626878,OH,1.5637106666666665,-1.17278275,-1.07410075,-3.760932792,-1.161925333
Na_2_Ti_4_O_8,-0.671017043,-3.618138048,1.6414063333333335,-4.525892061,-4.92626878,OOH,1.5637106666666665,-1.17278275,-1.112171,-3.927035012,-0.457119333
Sr_2_V_4_O_8,-2.693790983,-3.029024305,1.7614969999999996,-2.275022129,-2.91581276,O,1.669723333333333,-1.252292375,-1.0141338,-1.841255988,-0.739757
Sr_2_V_4_O_8,-2.579515432,-2.845362355,1.7440439999999997,-2.275022129,-2.91581276,OH,1.669723333333333,-1.252292375,-1.0509086,-2.773105769,-1.257038
Sr_2_V_4_O_8,-2.515589425,-3.159669268,1.7346409999999997,-2.275022129,-2.91581276,OOH,1.669723333333333,-1.252292375,-1.045515,-4.453489357,-0.5361895
Zn_1_Co_5_O_8,-4.239575867,-3.252952348,1.3624560000000001,-2.963597227,-3.204268291,O,1.2855418333333335,-0.9641565,-0.89540425,-1.743088295,-0.386145
Zn_1_Co_5_O_8,-4.01446872,-3.059783806,1.3743556666666665,-2.963597227,-3.204268291,OH,1.2855418333333335,-0.9641565,-0.914296,-2.435216678,-1.022918667
Zn_1_Co_5_O_8,-4.164847183,-3.224288124,1.3014923333333333,-2.963597227,-3.204268291,OOH,1.2855418333333335,-0.9641565,-0.97336825,-4.340797663,-0.409661333
Co_2_Co_2_Zr_2_O_8,-3.38087222,-3.289915372,1.6943651666666668,-3.493657556,-3.267090554,O,1.6836378333333333,-1.262728,-1.192988889,-2.141468295,-0.877318
Co_2_Co_2_Zr_2_O_8,-3.542120598,-3.088021516,1.6983358333333338,-3.493657556,-3.267090554,OH,1.6836378333333333,-1.262728,-1.233219333,-4.315725969,-1.2018275
Co_2_Co_2_Zr_2_O_8,-3.404324201,-3.153367671,1.6856038333333334,-3.493657556,-3.267090554,OOH,1.6836378333333333,-1.262728,-1.224868,-3.965734136,-0.525998
Ta_1_Fe_5_O_8,-3.250167516,-3.771392005,1.5699666666666667,-5.608183485,-5.459913129,O,1.6257943333333333,-1.21934575,-1.128661667,-1.653843365,-0.519334667
Ta_1_Fe_5_O_8,-3.670836998,-3.660003919,1.614891,-5.608183485,-5.459913129,OH,1.6257943333333333,-1.21934575,-1.174237667,-2.637640321,-1.128353667
Ta_1_Fe_5_O_8,-3.552543083,-3.928036387,1.567275666666667,-5.608183485,-5.459913129,OOH,1.6257943333333333,-1.21934575,-1.171409667,-3.437312108,-0.503695
Fe_4_Cr_2_O_8,-3.199826886,-3.742417775,1.5598986666666665,-4.042148389,-4.425464421,O,1.5245564999999999,-1.14341725,-1.11840325,-2.139037764,-0.5812685
Fe_4_Cr_2_O_8,-3.575047009,-3.058350798,1.5791659999999998,-4.042148389,-4.425464421,OH,1.5245564999999999,-1.14341725,-1.160453,-3.103135089,-1.1869315
Fe_4_Cr_2_O_8,-3.484954442,-3.188318698,1.5674576666666666,-4.042148389,-4.425464421,OOH,1.5245564999999999,-1.14341725,-1.1579125,-3.383257356,-0.5821075
Mn_2_Mn_2_In_2_O_8,-3.478240281,-3.042442409,1.6649439999999998,-3.478411941,-3.189311136,O,2.5560155000000004,-1.917011625,-1.15672025,-1.616424363,-0.573609
Mn_2_Mn_2_In_2_O_8,-3.497020178,-2.886938741,1.6781026,-3.478411941,-3.189311136,OH,2.5560155000000004,-1.917011625,-1.1577635,-3.207054065,-1.2425945
Mn_2_Mn_2_In_2_O_8,-3.760572206,-3.222612961,1.6642708,-3.478411941,-3.189311136,OOH,2.5560155000000004,-1.917011625,-1.1841255,-3.823092341,-0.5166935
Co_2_Co_2_Fe_2_O_8,-3.118497837,-2.980036738,1.4852733333333334,-3.683543508,-4.122007984,O,1.3743778333333332,-1.03078325,-0.94377625,-1.871335812,-0.467017333
Co_2_Co_2_Fe_2_O_8,-3.176959274,-2.966186604,1.4802443333333333,-3.683543508,-4.122007984,OH,1.3743778333333332,-1.03078325,-0.99432,-2.644590925,-0.993666
Co_2_Co_2_Fe_2_O_8,-2.767376729,-2.942200732,1.418027666666667,-3.683543508,-4.122007984,OOH,1.3743778333333332,-1.03078325,-1.04411425,-4.077647197,-0.408630333
Hg_2_Co_4_O_8,-2.618972769,-3.115512665,1.2393086000000002,-2.88068846,-3.337659786,O,1.1823763333333333,-0.88678275,-0.87114375,-1.707596329,-0.453052
Hg_2_Co_4_O_8,-2.615969472,-2.89706474,1.2553158,-2.88068846,-3.337659786,OH,1.1823763333333333,-0.88678275,-0.8799245,-3.264294687,-1.068309
Hg_2_Co_4_O_8,-2.658932493,-3.034083078,1.2282404,-2.88068846,-3.337659786,OOH,1.1823763333333333,-0.88678275,-0.88190925,-3.589832059,-0.4368235
Mn_2_Mn_2_Rh_2_O_8,-3.643584438,-3.255104128,1.544895666666667,-3.73980446,-4.260435779,O,2.7182411666666666,-2.038681,-1.005457,-1.89551517,-0.491129
Mn_2_Mn_2_Rh_2_O_8,-3.520384909,-3.15653727,1.5127183333333336,-3.73980446,-4.260435779,OH,2.7182411666666666,-2.038681,-0.99502225,-3.00623777,-1.108683667
Mn_2_Mn_2_Rh_2_O_8,-3.544714301,-3.693666972,1.4124099999999997,-3.73980446,-4.260435779,OOH,2.7182411666666666,-2.038681,-1.11051225,-4.830162046,-0.426839333
Cu_1_Fe_5_O_8,-3.531936584,-2.88616946,1.6128393333333333,-5.241368805,-3.646997603,O,1.5341874999999998,-1.1506405,-1.005081,-1.638153447,-0.514356
Cu_1_Fe_5_O_8,-4.182974781,-2.784104767,1.705704,-5.241368805,-3.646997603,OH,1.5341874999999998,-1.1506405,-1.082769667,-2.754863174,-1.151115667
Cu_1_Fe_5_O_8,-3.76116205,-2.90507326,1.6707803333333333,-5.241368805,-3.646997603,OOH,1.5341874999999998,-1.1506405,-1.112649,-3.744602162,-0.497035333
Pb_2_Ga_4_O_8,-3.280978625,-3.771807661,1.7251613999999997,-3.967905879,-3.895172614,O,1.6472131666666663,-1.23541,-1.1821715,-0.750590675,-0.6659675
Pb_2_Ga_4_O_8,-3.416466035,-3.58558754,1.7032256000000001,-3.967905879,-3.895172614,OH,1.6472131666666663,-1.23541,-1.2171665,-2.934157687,-1.2466075
Pb_2_Ga_4_O_8,-3.88188783,-3.982601706,1.7063585999999997,-3.967905879,-3.895172614,OOH,1.6472131666666663,-1.23541,-1.2136065,-3.337247855,-0.5187645
Ba_2_Fe_4_O_8,-2.731330477,-2.249693724,1.6559023333333334,-4.148559731,-2.18502557,O,1.6353163333333331,-1.22648725,-0.96412275,-1.543260457,-0.806924333
Ba_2_Fe_4_O_8,-3.04137204,-2.431707178,1.652075666666667,-4.148559731,-2.18502557,OH,1.6353163333333331,-1.22648725,-1.0265225,-2.711311678,-1.256407667
Ba_2_Fe_4_O_8,-3.543459049,-2.782582245,1.6513066666666665,-4.148559731,-2.18502557,OOH,1.6353163333333331,-1.22648725,-1.22636675,-3.909776596,-0.444543333
Hg_2_Ga_4_O_8,-3.77675135,-2.683351436,1.5188073333333332,-2.955045831,-2.523750146,O,1.5591279999999996,-1.16934575,-1.1112745,-4.831124122,-0.120596333
Hg_2_Ga_4_O_8,-3.130858612,-2.37285199,1.5932753333333334,-2.955045831,-2.523750146,OH,1.5591279999999996,-1.16934575,-1.04596575,-2.25669888,-1.112224
Hg_2_Ga_4_O_8,-4.430598709,-3.375946711,1.5331620000000001,-2.955045831,-2.523750146,OOH,1.5591279999999996,-1.16934575,-1.0920235,-4.209728864,-0.371789333
Fe_4_Gd_2_O_8,-3.256968164,-2.94620015,1.6758523333333333,-4.031235452,-2.752107348,O,1.6576303333333333,-1.243223,-1.225767,-2.865456725,-0.414517333
Fe_4_Gd_2_O_8,-3.407029021,-3.160515522,1.7992976666666667,-4.031235452,-2.752107348,OH,1.6576303333333333,-1.243223,-1.20582875,-2.93723873,-1.182073667
Fe_4_Gd_2_O_8,-3.530508847,-2.992962757,1.7040143333333333,-4.031235452,-2.752107348,OOH,1.6576303333333333,-1.243223,-1.233402,-3.631869925,-0.455196
V_2_Mn_4_O_8,-3.508774801,-3.242810975,1.6330824,-3.198400702,-3.696384851,O,-0.298996167,0.22424687499999996,-0.98782025,-3.0349604,-0.589601
V_2_Mn_4_O_8,-3.316209392,-3.183394976,1.6315233999999996,-3.198400702,-3.696384851,OH,-0.298996167,0.22424687499999996,-1.00384225,-3.398639103,-1.1343736
V_2_Mn_4_O_8,-3.130209884,-3.344704658,1.6153852,-3.198400702,-3.696384851,OOH,-0.298996167,0.22424687499999996,-1.005778,-4.134670776,-0.5348672
Ti_2_Fe_4_O_8,-2.863136361,-3.211300929,1.8150742500000001,-3.518534639,-3.724375485,O,1.5642586666666667,-1.17319375,-1.108682875,-1.812630262,-0.745485
Ti_2_Fe_4_O_8,-3.306157728,-3.436416046,1.86122525,-3.518534639,-3.724375485,OH,1.5642586666666667,-1.17319375,-1.139850875,-3.938764319,-1.181067
Ti_2_Fe_4_O_8,-3.282875077,-3.472493653,1.8471127500000002,-3.518534639,-3.724375485,OOH,1.5642586666666667,-1.17319375,-1.129420625,-4.031362176,-0.5616185
V_2_V_3_Hf_1_O_8,-2.103348715,-4.83004357,1.7548776,-3.06609,-4.769015582,O,1.6639853333333334,-1.24798875,-1.21183875,-3.339580143,-0.6479285
V_2_V_3_Hf_1_O_8,-2.15255641,-4.84730478,1.7345292,-3.06609,-4.769015582,OH,1.6639853333333334,-1.24798875,-1.2341065,-4.788293196,-1.1731215
V_2_V_3_Hf_1_O_8,-2.22476888,-4.404793667,1.7443126,-3.06609,-4.769015582,OOH,1.6639853333333334,-1.24798875,-1.222794,-5.471722357,-0.682772
Sr_2_Ga_4_O_8,-2.359196396,-2.280463083,1.7144743333333334,-1.587862624,-1.856233162,O,1.7249485000000002,-1.2937115,-1.2824635,-4.671271031,-0.195544667
Sr_2_Ga_4_O_8,-2.597493231,-2.935097834,1.7438643333333335,-1.587862624,-1.856233162,OH,1.7249485000000002,-1.2937115,-0.9903965,-2.671833192,-1.288254333
Sr_2_Ga_4_O_8,-2.857718338,-3.14208569,1.7330026666666665,-1.587862624,-1.856233162,OOH,1.7249485000000002,-1.2937115,-1.28727525,-3.1794945,-0.361495
Ni_2_Ni_2_Pd_2_O_8,-3.738149585,-2.63364129,1.2456626666666668,-4.522999726,-3.805930035,O,1.280939,-0.960704625,-0.945761,-2.933341336,-0.199578333
Ni_2_Ni_2_Pd_2_O_8,-3.707737678,-2.690885486,1.296447,-4.522999726,-3.805930035,OH,1.280939,-0.960704625,-0.89028525,-2.468081284,-0.989828333
Ni_2_Ni_2_Pd_2_O_8,-3.916629199,-2.557490313,1.251254,-4.522999726,-3.805930035,OOH,1.280939,-0.960704625,-0.95633275,-4.407059185,-0.37506
Al_4_Fe_2_O_8,-3.556856243,-4.010717447,2.1297424,-3.223365341,-4.39431496,O,2.0720801666666673,-1.554060125,-1.4120075,-2.986695226,-0.761365
Al_4_Fe_2_O_8,-3.684077045,-3.483459805,2.0900493999999994,-3.223365341,-4.39431496,OH,2.0720801666666673,-1.554060125,-1.453016,-4.191914249,-1.368921667
Al_4_Fe_2_O_8,-3.496032767,-3.380456191,2.0920486,-3.223365341,-4.39431496,OOH,2.0720801666666673,-1.554060125,-1.4155585,-3.38546762,-0.703526333
Ba_2_Al_4_O_8,-2.540406096,-2.698149257,2.1736878333333336,-1.799769947,-2.45469222,O,2.120298,-1.590223875,-1.6170358,-2.690296539,-0.8271585
Ba_2_Al_4_O_8,-2.558208185,-2.920484168,2.1584841666666668,-1.799769947,-2.45469222,OH,2.120298,-1.590223875,-1.6219548,-3.238493797,-1.4435285
Ba_2_Al_4_O_8,-2.626920638,-3.392175997,2.1436998333333332,-1.799769947,-2.45469222,OOH,2.120298,-1.590223875,-1.5964714,-3.723684265,-0.77572725
Mg_2_Rh_4_O_8,-2.312640128,-3.227893465,1.469787,-2.312062141,-4.374988553,O,1.3677928333333333,-1.0258445,-0.7419435,-3.505634717,-0.41304175
Mg_2_Rh_4_O_8,-2.697145729,-2.989711177,1.5231877500000002,-2.312062141,-4.374988553,OH,1.3677928333333333,-1.0258445,-0.85645625,-3.516183451,-0.975629
Mg_2_Rh_4_O_8,-2.496358629,-3.339721889,1.456884,-2.312062141,-4.374988553,OOH,1.3677928333333333,-1.0258445,-0.946549,-3.979996261,-0.321084
Cd_1_Mn_1_Mn_4_O_8,-3.987630927,-2.727543082,1.6448696666666667,-4.618708902,-3.60376618,O,0.9660366666666667,-0.72452775,-1.0182405,-1.869869642,-0.499026667
Cd_1_Mn_1_Mn_4_O_8,-4.086072583,-2.741300424,1.673957,-4.618708902,-3.60376618,OH,0.9660366666666667,-0.72452775,-1.0655305,-2.965308962,-1.111499333
Cd_1_Mn_1_Mn_4_O_8,-3.965677544,-3.733159073,1.5010459999999999,-4.618708902,-3.60376618,OOH,0.9660366666666667,-0.72452775,-1.24079375,-3.871721288,-0.315468333
Co_1_Fe_5_O_8,-3.500084266,-3.243541069,1.524046,-5.838410499,-4.316452344,O,1.56825,-1.176187625,-1.086365125,-1.726415706,-0.48945125
Co_1_Fe_5_O_8,-4.296882603,-2.869616482,1.67117425,-5.838410499,-4.316452344,OH,1.56825,-1.176187625,-1.13576825,-3.099315173,-1.167796
Co_1_Fe_5_O_8,-3.531022643,-3.304467295,1.4859284999999998,-5.838410499,-4.316452344,OOH,1.56825,-1.176187625,-1.143762875,-4.329979267,-0.493292
Zn_2_Cr_4_O_8,-3.785665311,-3.611642225,1.6202783333333333,-3.661590428,-3.153781676,O,1.5295065,-1.14713,-1.0316065,-2.298684269,-0.465682667
Zn_2_Cr_4_O_8,-4.204937533,-3.268808246,1.6076506666666666,-3.661590428,-3.153781676,OH,1.5295065,-1.14713,-1.06057825,-3.038245983,-1.048453333
Zn_2_Cr_4_O_8,-4.235232295,-3.094315373,1.553153,-3.661590428,-3.153781676,OOH,1.5295065,-1.14713,-1.10076575,-4.26221886,-0.454603
Ca_2_In_4_O_8,-1.248792444,-1.564333676,1.7109264,-1.324009411,-1.517202327,O,1.7050039999999997,-1.27875325,-1.2249585,-0.354013673,-0.5341255
Ca_2_In_4_O_8,-1.465418806,-1.583505402,1.721405,-1.324009411,-1.517202327,OH,1.7050039999999997,-1.27875325,-1.22739125,-1.563093309,-1.178422
Ca_2_In_4_O_8,-1.860813952,-1.903518114,1.7204427999999994,-1.324009411,-1.517202327,OOH,1.7050039999999997,-1.27875325,-1.235392,-2.757961984,-0.496894
Ca_2_Rh_4_O_8,-1.966191105,-3.709139982,1.2775586,-2.779231791,-4.19632359,O,1.2988685,-0.9741515,-0.909524,-1.58278917,-0.5154485
Ca_2_Rh_4_O_8,-2.119513187,-3.731656401,1.2555992,-2.779231791,-4.19632359,OH,1.2988685,-0.9741515,-0.8886055,-3.599356475,-1.116009
Ca_2_Rh_4_O_8,-2.053147835,-3.699009214,1.2511130000000001,-2.779231791,-4.19632359,OOH,1.2988685,-0.9741515,-0.8882385,-3.064505097,-0.413444
Mn_2_Mn_2_Sn_2_O_8,-3.562479436,-3.220952922,1.787511333333333,-3.616924102,-3.893308338,O,1.7294865000000001,-1.297114875,-1.19041625,-1.718186845,-0.683282333
Mn_2_Mn_2_Sn_2_O_8,-3.933934682,-3.401058532,1.8364720000000003,-3.616924102,-3.893308338,OH,1.7294865000000001,-1.297114875,-1.16602175,-3.225278842,-1.212131
Mn_2_Mn_2_Sn_2_O_8,-3.883626001,-3.09840457,1.7859930000000002,-3.616924102,-3.893308338,OOH,1.7294865000000001,-1.297114875,-1.24553125,-3.811686997,-0.501019
Sn_4_Ti_2_O_8,-2.218462865,-3.825496785,1.8776894,-3.495517395,-4.584818273,O,1.7068056666666667,-1.2801045,-1.198315,-2.401874208,-1.0573045
Sn_4_Ti_2_O_8,-2.85885632,-3.92271579,1.7363305999999998,-3.495517395,-4.584818273,OH,1.7068056666666667,-1.2801045,-1.21999125,-4.694285154,-1.285049
Sn_4_Ti_2_O_8,-2.604738887,-3.818595151,1.7483568000000003,-3.495517395,-4.584818273,OOH,1.7068056666666667,-1.2801045,-1.2183755,-4.080696317,-0.637162
Ba_2_Tl_4_O_8,-7.429662063,-1.614827621,1.4568084000000003,-6.408428574,-1.607863221,O,1.487326666666667,-1.115495,-1.0355055,-0.423097056,-0.5584665
Ba_2_Tl_4_O_8,-7.56921537,-1.608803879,1.4600738,-6.408428574,-1.607863221,OH,1.487326666666667,-1.115495,-1.05304725,-1.65278626,-1.145788
Ba_2_Tl_4_O_8,-7.433012238,-1.851719253,1.4210308,-6.408428574,-1.607863221,OOH,1.487326666666667,-1.115495,-1.0566345,-4.323760067,-0.4971425
Co_2_Co_1_Mn_3_O_8,-3.013002009,-3.173051764,1.4729126666666668,-4.082892749,-4.036635928,O,0.39307516666666675,-0.294806625,-0.98080125,-2.02860978,-0.444191
Co_2_Co_1_Mn_3_O_8,-3.130875582,-3.092015217,1.4555180000000003,-4.082892749,-4.036635928,OH,0.39307516666666675,-0.294806625,-1.0184415,-2.478154064,-1.046395333
Co_2_Co_1_Mn_3_O_8,-3.12186655,-3.619539333,1.3775176666666669,-4.082892749,-4.036635928,OOH,0.39307516666666675,-0.294806625,-1.0922615,-3.512341772,-0.356901333
Nd_4_Ti_2_O_8,-2.538240382,-2.693918916,2.00865125,-3.418357489,-4.037827251,O,1.8236576666666664,-1.36774325,-1.03798075,-1.817761374,-0.8566375
Nd_4_Ti_2_O_8,-1.997493699,-3.708965317,2.0594645,-3.418357489,-4.037827251,OH,1.8236576666666664,-1.36774325,-1.1679085,-5.190041384,-1.263361
Nd_4_Ti_2_O_8,-2.868058242,-2.509862437,2.00851875,-3.418357489,-4.037827251,OOH,1.8236576666666664,-1.36774325,-1.19857575,-3.486082333,-0.63958625
Fe_4_Rh_2_O_8,-2.985852041,-3.746299136,1.3653043999999999,-4.365983098,-4.535562364,O,1.4226533333333335,-1.06699,-1.0236995,-4.226622617,-0.3757965
Fe_4_Rh_2_O_8,-2.840390769,-3.691345083,1.4369192000000002,-4.365983098,-4.535562364,OH,1.4226533333333335,-1.06699,-1.02655275,-2.880796781,-1.181964
Fe_4_Rh_2_O_8,-2.82697536,-3.704190153,1.4380904,-4.365983098,-4.535562364,OOH,1.4226533333333335,-1.06699,-1.02974,-3.109808857,-0.530269
